changeType,show,season,episode,title,field,old,new,traktSlug
traktSlug_changed,Law & Order: Organized Crime,3,22,With Many Names (IV),traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,3,22,With Many Names (IV),traktIds,,"{'imdb': 'tt27629355', 'plex': {'guid': '643596851e4c16f43189ff5d'}, 'tmdb': 4358252, 'tvdb': 9695930, 'trakt': 7465157}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,3,22,With Many Names (IV),overview,,"As OCCB and SVU close in on a callous and desperate suspect, the U.S. Attorney benches Stabler and Benson. Bell and Fin must lead the team on a perilous task. Rollins confronts a witness.

The crossover starts on Law & Order: Special Victims Unit S24E21 Bad Things (I), Law & Order: Organized Crime S03E21 Shadowërk (II), and Law & Order: Special Victims Unit S24E22 All Pain Is One Malady (III).",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,3,22,With Many Names (IV),traktFirstAired,,2023-05-18T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,1,Memory Lane,title,,Memory Lane,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,1,Memory Lane,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,1,Memory Lane,traktIds,,"{'imdb': 'tt27525119', 'plex': {'guid': '655cb175d60b1b01e2b56ee3'}, 'tmdb': 4937316, 'tvdb': 10092372, 'trakt': 10786740}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,1,Memory Lane,overview,,Stabler must deal with rapid changes at work and home after returning from a dangerous undercover assignment. Bell hires an advisor whose AI technology program could revolutionize police investigation. Jet and Reyes struggle with Whelan's absence.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,1,Memory Lane,traktFirstAired,,2024-01-18T08:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,2,Deliver Us from Evil,title,,Deliver Us from Evil,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,2,Deliver Us from Evil,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,2,Deliver Us from Evil,traktIds,,"{'imdb': 'tt30582166', 'plex': {'guid': '65954d7ebd4631b0edd5685b'}, 'tmdb': 5044371, 'tvdb': 10236184, 'trakt': 11291140}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,2,Deliver Us from Evil,overview,,"After a deadly bombing claims the life of a spiritual leader, Stabler meets with an officer who's convinced the crime is part of a larger conspiracy. Tensions rise within the task force as Jet struggles to get her team on board with Vargas' program.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,2,Deliver Us from Evil,traktFirstAired,,2024-01-25T08:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,3,End of Innocence,title,,End of Innocence,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,3,End of Innocence,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,3,End of Innocence,traktIds,,"{'imdb': 'tt30582167', 'plex': {'guid': '659d5610af538d631de270c0'}, 'tmdb': 5060854, 'tvdb': 10247719, 'trakt': 11314398}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,3,End of Innocence,overview,,"Stabler and Officer Bashir track down a missing father and son who could lead to the answers they need. After an undercover operation goes sideways, Bell relegates Reyes to desk duty.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,3,End of Innocence,traktFirstAired,,2024-02-01T08:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,4,The Last Supper,title,,The Last Supper,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,4,The Last Supper,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,4,The Last Supper,traktIds,,"{'imdb': 'tt31066185', 'plex': {'guid': '65a3cda324fbf95a61c59942'}, 'tmdb': 5073946, 'tvdb': 10257555, 'trakt': 11326334}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,4,The Last Supper,overview,,Bell and the team must keep a witness and her family safe from Los Santos before she testifies. Carisi asks Stabler to back off the case to preserve the integrity of his undercover work. Stabler hosts a chaotic family dinner.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,4,The Last Supper,traktFirstAired,,2024-02-08T08:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,5,Missing Persons,title,,Missing Persons,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,5,Missing Persons,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,5,Missing Persons,traktIds,,"{'imdb': 'tt31091096', 'plex': {'guid': '65ad408fc40bff1bc6a571a6'}, 'tmdb': 5089062, 'tvdb': 10257556, 'trakt': 11334428}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,5,Missing Persons,overview,,"A rescued victim from Stabler's past goes missing. Bell recovers in the hospital while Jet, Reyes and Bashir are all questioned by IAB. Joe Jr. shows off his new career path.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,5,Missing Persons,traktFirstAired,,2024-02-22T08:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,6,Beyond the Sea,title,,Beyond the Sea,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,6,Beyond the Sea,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,6,Beyond the Sea,traktIds,,"{'imdb': 'tt31324501', 'plex': {'guid': '65c8e2dd526deafc099aadca'}, 'tmdb': 5135917, 'tvdb': 10257557, 'trakt': 11334429}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,6,Beyond the Sea,overview,,"When several bodies are found in a seaside town, Stabler navigates the politics and secrets of the community to find a potential serial killer. Jet brings a witness under her protection.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,6,Beyond the Sea,traktFirstAired,,2024-02-29T08:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,7,Original Sin,title,,Original Sin,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,7,Original Sin,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,7,Original Sin,traktIds,,"{'imdb': 'tt31511253', 'plex': {'guid': '65d0a0872293eb44758d6f87'}, 'tmdb': 5150213, 'tvdb': 10339113, 'trakt': 11504850}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,7,Original Sin,overview,,The squad backs up Stabler in pursuing a murder case outside of their jurisdiction as an unlikely ally provides a key piece of evidence. Bell works to find a way to get Stabler back on the job.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,7,Original Sin,traktFirstAired,,2024-03-14T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,8,Sins of Our Fathers,title,,Sins of Our Fathers,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,8,Sins of Our Fathers,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,8,Sins of Our Fathers,traktIds,,"{'imdb': 'tt31579863', 'plex': {'guid': '65e3157bce2397250a35e75c'}, 'tmdb': 5187210, 'tvdb': 10350983, 'trakt': 11574322}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,8,Sins of Our Fathers,overview,,"As Bell and the squad come up with a plan to bring the Westbrook case officially into their jurisdiction, Chief Bonner struggles with unanswered questions about her past and her beloved town. Stabler learns the outcome of his IAB investigation.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,8,Sins of Our Fathers,traktFirstAired,,2024-03-21T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,9,Semper Fi,title,,Semper Fi,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,9,Semper Fi,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,9,Semper Fi,traktIds,,"{'imdb': 'tt31868851', 'plex': {'guid': '65f45951b0dc0ee644dc66a4'}, 'tmdb': 5211159, 'tvdb': 10399089, 'trakt': 11583431}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,9,Semper Fi,overview,,Stabler leans into his military network to search for the source of a Middle Eastern heroin pipeline making its way to the U.S. Reyes returns to the squad.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,9,Semper Fi,traktFirstAired,,2024-04-11T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,10,Crossroads,title,,Crossroads,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,10,Crossroads,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,10,Crossroads,traktIds,,"{'imdb': 'tt31983201', 'plex': {'guid': '65fec53953f7dc3f67141f92'}, 'tmdb': 5227752, 'tvdb': 10419721, 'trakt': 11659730}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,10,Crossroads,overview,,"The team works to take down a large-scale drug operation disguised as a local honey farm. In Stabler's absence, Randall searches for Joe Jr. on his own and ends up in a bind.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,10,Crossroads,traktFirstAired,,2024-04-18T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,11,Redcoat,title,,Redcoat,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,11,Redcoat,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,11,Redcoat,traktIds,,"{'imdb': 'tt32096923', 'plex': {'guid': '65fec53953f7dc3f67141f8d'}, 'tmdb': 5227753, 'tvdb': 10442184, 'trakt': 11659731}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,11,Redcoat,overview,,Stabler struggles to keep his rank as part of the farm's inner circle when his biggest ally is questioned. The team discovers the identity of their top target.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,11,Redcoat,traktFirstAired,,2024-05-02T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,12,Goodnight,title,,Goodnight,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,12,Goodnight,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,12,Goodnight,traktIds,,"{'imdb': 'tt32096924', 'plex': {'guid': '6616aeda6a8cb783e7bdc157'}, 'tmdb': 5270590, 'tvdb': 10459004, 'trakt': 11740452}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,12,Goodnight,overview,,Stabler and Randall give Joe Jr. the choice to get clean or go to prison. Vargas and Jet's plan to cut off Emery's smuggling routes leads to a dangerous rescue attempt.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,12,Goodnight,traktFirstAired,,2024-05-09T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,4,13,Stabler's Lament,title,,Stabler's Lament,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,4,13,Stabler's Lament,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,4,13,Stabler's Lament,traktIds,,"{'imdb': 'tt32096932', 'plex': {'guid': '6616aeda6a8cb783e7bdc152'}, 'tmdb': 5270591, 'tvdb': 10459261, 'trakt': 11740453}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,4,13,Stabler's Lament,overview,,"When the ATF Bureau plans a raid of Redcoat's warehouse, Trisha promises to help Stabler keep Joe Jr. safe. Bell comes face to face with the man who killed Sam. Another Stabler family dinner causes tensions to run high.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,4,13,Stabler's Lament,traktFirstAired,,2024-05-16T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,1,Lost Highway,title,,Lost Highway,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,1,Lost Highway,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,1,Lost Highway,traktIds,,"{'imdb': 'tt32212494', 'plex': {'guid': '663dca1e3898772e52321da2'}, 'tmdb': 5580112, 'tvdb': 10488857, 'trakt': 12252901}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,1,Lost Highway,overview,,"Stabler goes undercover to catch smugglers; as he gets to know the girls, they start going missing.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,1,Lost Highway,traktFirstAired,,2025-04-17T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,2,Dante's Inferno,title,,Dante's Inferno,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,2,Dante's Inferno,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,2,Dante's Inferno,traktIds,,"{'imdb': 'tt35630090', 'plex': {'guid': '6747ae65ebe44d0c6150f062'}, 'tmdb': 5793438, 'tvdb': 10923842, 'trakt': 12539536}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,2,Dante's Inferno,overview,,Stabler recovers from an injury while Olivia Benson helps with finding missing sex worker Sad Eyes.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,2,Dante's Inferno,traktFirstAired,,2025-04-17T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,3,Paranza Dei Bambini,title,,Paranza Dei Bambini,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,3,Paranza Dei Bambini,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,3,Paranza Dei Bambini,traktIds,,"{'imdb': 'tt35630151', 'plex': {'guid': '6796d32a150eec6a44fa6e08'}, 'tmdb': 6009031, 'tvdb': 10923843, 'trakt': 12539537}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,3,Paranza Dei Bambini,overview,,"After an attack on Carisi's trial, signs of a new gang player make Stabler contact an old C.I.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,3,Paranza Dei Bambini,traktFirstAired,,2025-04-24T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,4,Promesse Infrante,title,,Promesse Infrante,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,4,Promesse Infrante,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,4,Promesse Infrante,traktIds,,"{'imdb': 'tt35630228', 'plex': {'guid': '6796d32a150eec6a44fa6e09'}, 'tmdb': 6009032, 'tvdb': 10923844, 'trakt': 12539538}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,4,Promesse Infrante,overview,,Stabler and Isabella work to find who is behind the Camorra; Reyes goes undercover with Los Santos.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,4,Promesse Infrante,traktFirstAired,,2025-05-01T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,5,Lago D'Averno,title,,Lago D'Averno,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,5,Lago D'Averno,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,5,Lago D'Averno,traktIds,,"{'imdb': 'tt35638435', 'plex': {'guid': '6796d32b150eec6a44fa6e0a'}, 'tmdb': 6009034, 'tvdb': 10923845, 'trakt': 12539539}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,5,Lago D'Averno,overview,,Eli's career is questioned; leadership at the Camorra falls apart and violence ramps up.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,5,Lago D'Averno,traktFirstAired,,2025-05-08T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,6,"Red, White, Black and Blue",title,,"Red, White, Black and Blue",law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,6,"Red, White, Black and Blue",traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,6,"Red, White, Black and Blue",traktIds,,"{'imdb': 'tt35638442', 'plex': {'guid': '6796d32b150eec6a44fa6e0b'}, 'tmdb': 6009035, 'tvdb': 10923846, 'trakt': 12539540}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,6,"Red, White, Black and Blue",overview,,"With one of Mexico's biggest players back on the streets, Stabler is pulled back underground.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,6,"Red, White, Black and Blue",traktFirstAired,,2025-05-15T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,7,Beautiful Disaster,title,,Beautiful Disaster,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,7,Beautiful Disaster,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,7,Beautiful Disaster,traktIds,,"{'imdb': 'tt35638452', 'plex': {'guid': '6796d32b150eec6a44fa6e0c'}, 'tmdb': 6009037, 'tvdb': 10923847, 'trakt': 12539541}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,7,Beautiful Disaster,overview,,A new wave of art activism puts Vargas in the hot seat; Stabler is brought into a new unit.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,7,Beautiful Disaster,traktFirstAired,,2025-05-22T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,8,Fail Safe,title,,Fail Safe,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,8,Fail Safe,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,8,Fail Safe,traktIds,,"{'imdb': 'tt35638704', 'plex': {'guid': '6796d32b150eec6a44fa6e0d'}, 'tmdb': 6009038, 'tvdb': 10923848, 'trakt': 12539542}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,8,Fail Safe,overview,,"As the ""Collective"" ramps up its body count, Stabler finds himself torn between family and the case.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,8,Fail Safe,traktFirstAired,,2025-05-29T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,9,Off the Books,title,,Off the Books,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,9,Off the Books,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,9,Off the Books,traktIds,,"{'imdb': 'tt35638795', 'plex': {'guid': '679cf854a6c4f9fdf524f2c8'}, 'tmdb': 6009040, 'tvdb': 10929371, 'trakt': 12539543}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,9,Off the Books,overview,,"Emery and Joe are back; playing both sides catches up with Joe, sending him to a fatal endgame.",law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,9,Off the Books,traktFirstAired,,2025-06-05T07:00:00.000Z,law-order-organized-crime
title_changed,Law & Order: Organized Crime,5,10,He Was a Stabler,title,,He Was a Stabler,law-order-organized-crime
traktSlug_changed,Law & Order: Organized Crime,5,10,He Was a Stabler,traktSlug,,law-order-organized-crime,law-order-organized-crime
traktIds_changed,Law & Order: Organized Crime,5,10,He Was a Stabler,traktIds,,"{'imdb': 'tt35638801', 'plex': {'guid': '679cf855a6c4f9fdf524f2c9'}, 'tmdb': 6009041, 'tvdb': 10929372, 'trakt': 12539544}",law-order-organized-crime
overview_changed,Law & Order: Organized Crime,5,10,He Was a Stabler,overview,,Stabler goes rogue to find Emery and faces the truth behind revenge with one last assist from Joe.,law-order-organized-crime
traktFirstAired_changed,Law & Order: Organized Crime,5,10,He Was a Stabler,traktFirstAired,,2025-06-12T07:00:00.000Z,law-order-organized-crime
missing_episode_added,Law & Order: SVU,0,1,Police Sketch: Ice-T,row,,Law & Order: SVU|0|1|trakt-1866,law-order-special-victims-unit
missing_episode_added,Law & Order: SVU,0,2,Police Sketch: B. D. Wong,row,,Law & Order: SVU|0|2|trakt-1867,law-order-special-victims-unit
missing_episode_added,Law & Order: SVU,0,3,Police Sketch: Dann Florek,row,,Law & Order: SVU|0|3|trakt-1868,law-order-special-victims-unit
missing_episode_added,Law & Order: SVU,0,4,The Beginning,row,,Law & Order: SVU|0|4|trakt-1869,law-order-special-victims-unit
missing_episode_added,Law & Order: SVU,0,5,Squad Room Walkthrough,row,,Law & Order: SVU|0|5|trakt-1870,law-order-special-victims-unit
missing_episode_added,Law & Order: SVU,0,6,SVU Alumni,row,,Law & Order: SVU|0|6|trakt-1871,law-order-special-victims-unit
missing_episode_added,Law & Order: SVU,0,7,Corrosive,row,,Law & Order: SVU|0|7|trakt-1872,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,1,Payback,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,1,Payback,traktIds,,"{'imdb': 'tt0629700', 'plex': {'guid': '5d9c13e908fddd001f325b95'}, 'tmdb': 214303, 'tvdb': 176156, 'trakt': 224941}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,1,Payback,overview,,Detectives Stabler and Benson investigate the murder and dismemberment of a taxi driver; the team discovers that he may have been a vicious Serbian war criminal living in the United States under a false identity.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,1,Payback,traktFirstAired,,1999-09-21T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,2,A Single Life,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,2,A Single Life,traktIds,,"{'imdb': 'tt0629606', 'plex': {'guid': '5d9c13e908fddd001f325b7d'}, 'tmdb': 214304, 'tvdb': 176157, 'trakt': 224942}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,2,A Single Life,overview,,Benson and Stabler run into multiple dead ends while investigating the case of a woman who plummeted six stories to her death clad only in a slip.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,2,A Single Life,traktFirstAired,,1999-09-28T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,3,...Or Just Look Like One,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,3,...Or Just Look Like One,traktIds,,"{'imdb': 'tt0629693', 'plex': {'guid': '5d9c13e908fddd001f325b85'}, 'tmdb': 214305, 'tvdb': 176158, 'trakt': 224943}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,3,...Or Just Look Like One,overview,,"When a teen model is murdered and another is left for dead at a hospital emergency room, the team uncovers an insidious drug and sex conspiracy in the world of high fashion. Benson and Stabler enter into a modeling underworld of thoughtless parents, drug-dealing doctors and a trendy agency executive.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,3,...Or Just Look Like One,traktFirstAired,,1999-10-05T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,4,Hysteria,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,4,Hysteria,traktIds,,"{'imdb': 'tt0629669', 'plex': {'guid': '5d9c13e92df347001e42ba6e'}, 'tmdb': 214306, 'tvdb': 176159, 'trakt': 224944}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,4,Hysteria,overview,,"When a young African-American woman is found dead, she is initially believed to be a prostitute and the latest in a long line of victims, but when looking into her home life Benson and Stabler realize that she does not fit the pattern, and may not be connected to the other deaths after all, but the other deaths have a connection no one anticipated.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,4,Hysteria,traktFirstAired,,1999-10-12T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,5,Wanderlust,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,5,Wanderlust,traktIds,,"{'imdb': 'tt0629753', 'plex': {'guid': '5d9c13e92df347001e42ba72'}, 'tmdb': 214307, 'tvdb': 176160, 'trakt': 224945}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,5,Wanderlust,overview,,"When a world-traveling author is found dead in a room he rented from an alcoholic woman and her precocious 14-year-old daughter, the detectives are shocked to discover who the murderer is.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,5,Wanderlust,traktFirstAired,,1999-10-19T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,6,Sophomore Jinx,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,6,Sophomore Jinx,traktIds,,"{'imdb': 'tt0629735', 'plex': {'guid': '5d9c13e92df347001e42ba5a'}, 'tmdb': 214308, 'tvdb': 176161, 'trakt': 224946}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,6,Sophomore Jinx,overview,,"A female student at an upper-class university is raped and murdered, and two of the college's basketball stars are suspected. However, the college blocks their investigation at every turn because they are not willing to risk the negative publicity that the investigation could bring to the school and the upcoming championship.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,6,Sophomore Jinx,traktFirstAired,,1999-10-26T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,7,Uncivilized,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,7,Uncivilized,traktIds,,"{'imdb': 'tt0629750', 'plex': {'guid': '5d9c13e908fddd001f325b81'}, 'tmdb': 214309, 'tvdb': 176162, 'trakt': 224947}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,7,Uncivilized,overview,,"When a young boy is found raped and murdered in a field, suspicion leads detectives to a recently paroled child molester who lives in the neighborhood.. Although they both hate what the man has done in the past, it is soon obvious to the detectives that the teenagers who initially steered them in the man's direction are hiding secrets of their own.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,7,Uncivilized,traktFirstAired,,1999-11-16T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,8,Stalked,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,8,Stalked,traktIds,,"{'imdb': 'tt0629737', 'plex': {'guid': '5d9c13e92df347001e42ba66'}, 'tmdb': 214310, 'tvdb': 176163, 'trakt': 224948}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,8,Stalked,overview,,"When an assistant district attorney is found raped and murdered in Central Park, the Special Victims Unit learn that she'd been stalked by a real estate agent whom she'd convicted of date rape. Benson lets her emotions get the best of her as she takes it upon herself to bring the suspected rapist to justice. Stabler tries to get the man's business partner to help him, but Benson may be the one who ends up needing help.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,8,Stalked,traktFirstAired,,1999-11-23T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,9,Stocks & Bondage,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,9,Stocks & Bondage,traktIds,,"{'imdb': 'tt0629739', 'plex': {'guid': '5d9c13e92df347001e42ba76'}, 'tmdb': 214311, 'tvdb': 176164, 'trakt': 224949}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,9,Stocks & Bondage,overview,,"An investment analyst is found hanged in her bedroom, and the Special Victims Unit explores her sordid sexual past to uncover her murderer's identity. The team uncovers the world of bondage and sado-masochism where they first investigate the woman's colleagues but are soon on the trail of a host of individuals involved in the world of whips and chains.",law-order-special-victims-unit
